NO	ID	GN	AGE	EDU	HHM	HHW	IOPW	IRTEH	RESTEHP	IWORK	IWTEH	IWTEHP	ITT	HHINC	IEVAL	PHU	IMOBILE	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto1	StressfulWhilePassanger1	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	RHUSE1	RHUSE21	RHUSE31	RHUSE4	RHUSE5	RHUSE6	HHCOW	CAR_TT	CAR_CO	CAR_WT	PT_TT	PT_CO	PT_WT	AT_TT	AT_CO	AT_WT	T_TT	T_CO	T_WT	AirportToHotelCHOICE	WILLP	MEHTR	EMTR	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter1	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk1	EconomicalSatisfied	YearUsingAT	TechnologyMatter	PreferAuto	RHUSE2	RHUSE3	SharingTripIsOk	StressfulWhilePassanger	SC1	SC2	SC3	SC4	SC5	SC6
418	70	1	1	1	2	2	5	2	3	4	2	99	1	2	2	2	3	4	3	3	5	3	2	5	2	2	3	1	3	3	5	5	4	3	3	5	2	3	3	4	4	5	1	1	99	99	3	99	99	99	1	100	95	10	85	15	30	20	600	5	110	95	10	2	1	0	0	5	5	5	5	5	4	2	3	4	4	1	3	99	3	2	99	3	1	2	0	0	0	1	0	0
419	70	1	1	1	2	2	5	2	3	4	2	99	1	2	2	2	3	4	3	3	5	3	2	5	2	2	3	1	3	3	5	5	4	3	3	5	2	3	3	4	4	5	1	1	99	99	3	99	99	99	1	60	70	5	120	15	30	15	600	7	70	95	5	2	1	0	0	5	5	5	5	5	4	2	3	4	4	1	3	99	3	2	99	3	1	2	0	0	0	0	1	0
420	70	1	1	1	2	2	5	2	3	4	2	99	1	2	2	2	3	4	3	3	5	3	2	5	2	2	3	1	3	3	5	5	4	3	3	5	2	3	3	4	4	5	1	1	99	99	3	99	99	99	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	0	0	5	5	5	5	5	4	2	3	4	4	1	3	99	3	2	99	3	1	2	0	0	0	0	0	1
421	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	75	70	7	110	20	20	20	600	10	70	120	5	1	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	1	0	0	0	0	0
422	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	75	130	5	120	15	30	20	300	10	70	95	10	3	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	0	1	0	0	0	0
423	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	60	95	5	110	20	30	20	400	5	70	120	10	3	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	0	0	1	0	0	0
424	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	100	95	10	85	15	30	20	600	5	110	95	10	4	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	0	0	0	1	0	0
425	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	60	70	5	120	15	30	15	600	7	70	95	5	1	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	0	0	0	0	1	0
426	71	2	5	1	5	1	2	1	8	6	99	99	1	3	4	3	3	5	1	5	5	5	2	5	1	2	1	5	5	2	5	5	5	4	2	5	5	5	5	3	4	2	2	2	99	2	3	4	99	6	1	100	95	15	85	10	20	15	600	7	110	150	10	4	5	0	0	3	3	3	3	3	5	5	5	5	5	1	2	99	5	1	2	3	1	2	0	0	0	0	0	1
427	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	75	70	7	110	20	20	20	600	10	70	120	5	1	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	1	0	0	0	0	0
428	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	75	130	5	120	15	30	20	300	10	70	95	10	3	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	0	1	0	0	0	0
429	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	60	95	5	110	20	30	20	400	5	70	120	10	3	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	0	0	1	0	0	0
430	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	100	95	10	85	15	30	20	600	5	110	95	10	4	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	0	0	0	1	0	0
431	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	60	70	5	120	15	30	15	600	7	70	95	5	1	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	0	0	0	0	1	0
432	72	1	1	1	2	1	5	2	0	4	2	99	2	1	3	4	1	4	4	2	5	5	2	5	4	1	3	4	4	2	4	3	4	4	4	5	5	4	5	3	7	2	1	3	99	99	99	99	5	6	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	0	0	5	5	3	1	4	5	4	4	2	4	5	4	99	4	4	99	99	5	1	0	0	0	0	0	1
433	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	75	70	7	110	20	20	20	600	10	70	120	5	1	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	1	0	0	0	0	0
434	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	75	130	5	120	15	30	20	300	10	70	95	10	3	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	0	1	0	0	0	0
435	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	60	95	5	110	20	30	20	400	5	70	120	10	3	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	0	0	1	0	0	0
436	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	100	95	10	85	15	30	20	600	5	110	95	10	4	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	0	0	0	1	0	0
437	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	60	70	5	120	15	30	15	600	7	70	95	5	1	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	0	0	0	0	1	0
438	73	1	6	4	3	3	5	1	4	3	1	8	2	3	3	4	3	4	4	4	4	5	2	5	2	1	2	2	4	1	5	5	4	2	2	4	4	4	4	3	3	1	1	2	99	99	99	99	5	99	1	100	95	15	85	10	20	15	600	7	110	150	10	4	5	0	0	2	5	5	5	4	5	2	4	5	5	4	1	99	4	2	99	99	4	1	0	0	0	0	0	1
439	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	75	70	7	110	20	20	20	600	10	70	120	5	3	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	1	0	0	0	0	0
440	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	75	130	5	120	15	30	20	300	10	70	95	10	2	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	0	1	0	0	0	0
441	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	60	95	5	110	20	30	20	400	5	70	120	10	2	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	0	0	1	0	0	0
442	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	100	95	10	85	15	30	20	600	5	110	95	10	1	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	0	0	0	1	0	0
443	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	60	70	5	120	15	30	15	600	7	70	95	5	1	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	0	0	0	0	1	0
444	74	1	4	3	3	2	5	2	5	3	2	99	2	4	3	2	2	4	4	4	5	4	2	4	4	3	4	2	2	2	5	5	4	4	4	4	4	5	5	4	3	3	2	1	1	2	99	4	5	99	1	100	95	15	85	10	20	15	600	7	110	150	10	3	1	2	0	5	5	5	4	3	5	5	4	5	5	4	1	1	4	4	2	99	4	3	0	0	0	0	0	1
445	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	75	70	7	110	20	20	20	600	10	70	120	5	4	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	1	0	0	0	0	0
446	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	0	1	0	0	0	0
447	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	60	95	5	110	20	30	20	400	5	70	120	10	3	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	0	0	1	0	0	0
448	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	0	0	0	1	0	0
449	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	0	0	0	0	1	0
450	75	1	1	1	5	5	7	2	22	6	99	99	99	7	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	1	1	1	1	99	99	99	99	99	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	4	4	5	1	1	1	1	3	1	1	1	1	1	1	0	1	1	99	99	1	1	0	0	0	0	0	1
451	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	75	70	7	110	20	20	20	600	10	70	120	5	1	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	1	0	0	0	0	0
452	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	75	130	5	120	15	30	20	300	10	70	95	10	1	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	0	1	0	0	0	0
453	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	0	0	1	0	0	0
454	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	100	95	10	85	15	30	20	600	5	110	95	10	3	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	0	0	0	1	0	0
455	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	60	70	5	120	15	30	15	600	7	70	95	5	3	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	0	0	0	0	1	0
456	76	1	1	1	5	1	5	1	5	4	1	6	3	5	3	2	2	5	2	2	1	5	4	5	4	2	4	2	3	3	5	5	5	5	5	4	4	2	4	3	4	2	1	4	99	99	99	99	5	99	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	0	0	4	2	3	4	4	4	2	3	4	2	4	1	1	3	4	99	99	4	2	0	0	0	0	0	1
457	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	75	70	7	110	20	20	20	600	10	70	120	5	1	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	1	0	0	0	0	0
458	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	75	130	5	120	15	30	20	300	10	70	95	10	3	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	0	1	0	0	0	0
459	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	60	95	5	110	20	30	20	400	5	70	120	10	3	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	0	0	1	0	0	0
460	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	100	95	10	85	15	30	20	600	5	110	95	10	4	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	0	0	0	1	0	0
461	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	60	70	5	120	15	30	15	600	7	70	95	5	1	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	0	0	0	0	1	0
462	77	2	5	3	2	1	5	1	14	1	1	3	2	4	3	2	1	4	2	4	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	2	1	1	1	99	99	99	99	99	1	100	95	15	85	10	20	15	600	7	110	150	10	4	3	4	0	5	4	4	4	4	5	4	4	3	4	2	2	1	4	4	99	99	2	2	0	0	0	0	0	1
463	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	75	70	7	110	20	20	20	600	10	70	120	5	4	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	1	0	0	0	0	0
464	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	75	130	5	120	15	30	20	300	10	70	95	10	4	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	0	1	0	0	0	0
465	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	60	95	5	110	20	30	20	400	5	70	120	10	1	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	0	0	1	0	0	0
466	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	100	95	10	85	15	30	20	600	5	110	95	10	4	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	0	0	0	1	0	0
467	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	60	70	5	120	15	30	15	600	7	70	95	5	1	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	0	0	0	0	1	0
468	78	2	6	2	2	2	6	2	3	1	2	99	1	3	3	1	3	4	1	2	3	4	3	2	2	2	5	3	2	2	4	4	1	3	3	4	4	5	3	3	1	1	1	4	99	99	3	99	99	99	2	100	95	15	85	10	20	15	600	7	110	150	10	1	5	0	0	3	3	3	1	3	5	4	1	1	4	4	4	0	1	2	99	3	4	2	0	0	0	0	0	1
469	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	75	70	7	110	20	20	20	600	10	70	120	5	1	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	1	0	0	0	0	0
470	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	75	130	5	120	15	30	20	300	10	70	95	10	3	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	0	1	0	0	0	0
471	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	60	95	5	110	20	30	20	400	5	70	120	10	3	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	0	0	1	0	0	0
472	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	100	95	10	85	15	30	20	600	5	110	95	10	4	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	0	0	0	1	0	0
473	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	60	70	5	120	15	30	15	600	7	70	95	5	1	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	0	0	0	0	1	0
474	79	1	4	3	5	5	5	1	12	3	1	14	99	2	4	1	3	1	1	5	5	5	5	5	2	1	5	5	3	5	3	3	5	5	5	5	5	3	5	3	3	1	2	5	99	99	99	4	99	99	0	100	95	15	85	10	20	15	600	7	110	150	10	4	1	0	0	5	5	5	5	5	5	5	5	5	5	5	1	5	5	2	99	99	5	1	0	0	0	0	0	1
475	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	75	70	7	110	20	20	20	600	10	70	120	5	1	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	1	0	0	0	0	0
476	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	75	130	5	120	15	30	20	300	10	70	95	10	3	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	0	1	0	0	0	0
477	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	60	95	5	110	20	30	20	400	5	70	120	10	3	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	0	0	1	0	0	0
478	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	100	95	10	85	15	30	20	600	5	110	95	10	4	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	0	0	0	1	0	0
479	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	60	70	5	120	15	30	15	600	7	70	95	5	1	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	0	0	0	0	1	0
480	80	2	4	3	2	1	5	1	4	5	1	4	1	3	4	3	3	4	4	4	5	5	2	5	5	2	5	1	3	1	4	5	1	4	2	5	4	5	4	9	3	1	2	4	1	99	3	4	5	99	0	100	95	15	85	10	20	15	600	7	110	150	10	4	1	1	0	5	4	4	2	2	4	4	4	5	4	2	1	5	4	5	99	3	2	2	0	0	0	0	0	1
481	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	1	0	0	0	0	0
482	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	75	130	5	120	15	30	20	300	10	70	95	10	2	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	0	1	0	0	0	0
483	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	0	0	1	0	0	0
484	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	100	95	10	85	15	30	20	600	5	110	95	10	1	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	0	0	0	1	0	0
485	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	60	70	5	120	15	30	15	600	7	70	95	5	1	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	0	0	0	0	1	0
486	81	1	4	2	4	1	4	1	7	3	1	6	2	5	2	3	3	5	5	1	4	1	1	1	1	1	5	1	4	5	1	1	2	5	2	5	1	5	5	4	1	1	1	1	99	2	99	99	99	99	2	100	95	15	85	10	20	15	600	7	110	150	10	1	1	0	0	1	4	1	4	1	5	1	4	4	1	2	2	1	4	1	2	99	2	1	0	0	0	0	0	1
487	82	1	1	1	5	4	6	1	2	4	1	2	1	7	2	3	1	4	2	2	5	2	4	4	5	4	2	2	1	3	5	5	4	5	5	5	1	2	4	2	1	1	2	4	1	99	3	99	99	99	3	75	70	7	110	20	20	20	600	10	70	120	5	1	2	0	1	4	5	4	5	5	5	2	5	5	4	1	3	0	5	4	2	3	2	4	1	0	0	0	0	0
488	82	1	1	1	5	4	6	1	2	4	1	2	1	7	2	3	1	4	2	2	5	2	4	4	5	4	2	2	1	3	5	5	4	5	5	5	1	2	4	2	1	1	2	4	1	99	3	99	99	99	3	75	130	5	120	15	30	20	300	10	70	95	10	1	2	0	1	4	5	4	5	5	5	2	5	5	4	1	3	0	5	4	2	3	2	4	0	1	0	0	0	0
