NO.	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
1	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
2	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
3	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
4	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
5	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
6	2	4	2	1	1	3	6	2	1	2	1	6	2	4	1	2	1	1	3	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	4	0	4	5	3	5	1	1	1	3	2	1	1	2	4	4	4	4	5	5	5	5	1	5	4	4	4	1	3	4	2	4	4	4	1	4
7	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
8	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
9	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
10	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
11	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
12	1	4	3	1	1	1	5	1	2	1	3	7	2	4	1	4	2	2	1	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	0	4	3	4	5	4	2	5	4	3	5	4	3	4	4	3	3	4	4	4	5	5	4	5	5	3	3	4	5	4	4	3	5	5	2
13	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	75	30	2	85	15	15	20	400	10	70	120	5	4	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
14	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	75	70	0	105	10	25	20	400	10	70	100	10	4	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
15	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	50	50	2	85	15	25	20	400	5	70	120	10	1	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
16	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	90	50	4	70	10	25	20	600	5	90	100	10	4	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
17	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	50	30	0	105	10	25	15	600	7	70	100	5	1	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
18	2	4	4	3	3	5	7	2	0	2	1	4	2	4	1	3	1	1	4	3	3	90	50	4	70	5	15	15	600	7	90	150	10	4	2	0	1	4	2	5	4	3	4	4	2	3	1	2	4	5	5	3	2	4	3	4	4	2	5	3	3	1	3	5	1	3	4	2	4	2
19	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	75	30	2	85	15	15	20	400	10	70	120	5	2	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
20	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	75	70	0	105	10	25	20	400	10	70	100	10	1	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
21	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	50	50	2	85	15	25	20	400	5	70	120	10	3	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
22	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	90	50	4	70	10	25	20	600	5	90	100	10	2	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
23	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
24	2	4	3	5	3	2	5	1	5	1	2	6	3	1	1	4	1	1	3	3	5	90	50	4	70	5	15	15	600	7	90	150	10	4	4	0	2	4	2	4	2	4	4	4	2	4	3	2	2	4	4	2	4	2	4	3	4	4	4	4	4	3	3	4	4	4	2	4	2	2
25	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
26	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
27	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
28	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
29	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
30	1	4	3	5	4	2	5	1	1	1	2	7	2	3	1	4	1	2	4	2	3	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	2	4	3	2	4	3	4	4	3	2	2	2	3	3	3	2	3	3	4	4	4	4	4	4	3	3	4	4	5	4	3	2	1	3
31	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
32	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	75	70	0	105	10	25	20	400	10	70	100	10	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
33	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	50	50	2	85	15	25	20	400	5	70	120	10	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
34	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
35	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	50	30	0	105	10	25	15	600	7	70	100	5	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
36	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	1	90	50	4	70	5	15	15	600	7	90	150	10	2	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
37	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
38	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
39	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
40	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
41	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
42	2	4	3	5	3	5	5	1	1	1	1	4	3	1	7	4	2	1	3	3	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	5	2	2	5	4	2	5	5	3	4	3	2	2	4	4	3	3	4	4	4	2	4	5	5	4	4	4	4	4	4	4	4	4	2
43	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
44	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
45	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
46	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
47	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
48	1	4	3	2	1	7	1	1	2	99	2	5	2	2	4	10	3	2	1	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	3	4	2	4	4	2	5	2	1	5	1	1	1	5	5	2	3	3	5	1	5	1	4	5	2	2	2	5	3	5	2	4	4	1
49	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
50	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	75	70	0	105	10	25	20	400	10	70	100	10	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
51	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	50	50	2	85	15	25	20	400	5	70	120	10	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
52	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
53	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	50	30	0	105	10	25	15	600	7	70	100	5	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
54	1	4	2	2	2	2	5	1	5	1	3	5	3	3	4	1	3	2	1	1	3	90	50	4	70	5	15	15	600	7	90	150	10	2	0	0	5	1	4	5	1	2	4	2	2	4	4	4	1	4	4	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	1	4	4	1
55	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	75	30	2	85	15	15	20	400	10	70	120	5	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
56	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	75	70	0	105	10	25	20	400	10	70	100	10	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
57	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	50	50	2	85	15	25	20	400	5	70	120	10	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
58	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
59	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
60	1	4	2	3	1	7	5	1	1	99	3	2	2	3	1	8	4	2	3	2	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	2	3	4	2	1	3	4	4	2	4	5	2	2	3	3	3	4	5	4	4	5	4	4	3	4	4	4	4	5	5	4	4	3	5	4
61	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
62	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
63	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
64	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
65	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
66	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
67	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
68	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
69	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
70	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
71	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
72	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
73	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	75	30	2	85	15	15	20	400	10	70	120	5	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
74	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	75	70	0	105	10	25	20	400	10	70	100	10	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
75	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
76	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
77	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	50	30	0	105	10	25	15	600	7	70	100	5	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
78	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
79	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	75	30	2	85	15	15	20	400	10	70	120	5	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
80	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
81	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	50	50	2	85	15	25	20	400	5	70	120	10	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
82	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
83	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
84	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
85	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
86	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
87	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
88	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
89	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
90	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
91	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
92	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
93	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
94	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
