NO.	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
757	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
758	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
759	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
760	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
761	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
762	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
763	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
764	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
765	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
766	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
767	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
768	2	4	4	2	2	3	5	1	1	1	3	6	2	4	3	1	2	2	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	2	1	4	2	3	5	5	3	4	2	2	5	3	2	4	5	5	4	4	5	5	3	5	4	3	4	4	3	5	5	5	5	4	5	3	2
769	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	75	30	2	85	15	15	20	400	10	70	120	5	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
770	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	75	70	0	105	10	25	20	400	10	70	100	10	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
771	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
772	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
773	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	50	30	0	105	10	25	15	600	7	70	100	5	3	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
774	2	4	3	2	1	1	6	1	6	1	3	4	4	2	1	4	1	2	3	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	1	2	2	5	3	5	5	4	5	5	4	4	2	1	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	2
775	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	75	30	2	85	15	15	20	400	10	70	120	5	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
776	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
777	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	50	50	2	85	15	25	20	400	5	70	120	10	3	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
778	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
779	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
780	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
781	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	75	30	2	85	15	15	20	400	10	70	120	5	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
782	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
783	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	50	50	2	85	15	25	20	400	5	70	120	10	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
784	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
785	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
786	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
787	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
788	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
789	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
790	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
791	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
792	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	90	50	4	70	5	15	15	600	7	90	150	10	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
793	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
794	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
795	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
796	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
797	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
798	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
799	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	75	30	2	85	15	15	20	400	10	70	120	5	3	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
800	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	75	70	0	105	10	25	20	400	10	70	100	10	2	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
801	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
802	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
803	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
804	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
805	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	75	30	2	85	15	15	20	400	10	70	120	5	4	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
806	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	75	70	0	105	10	25	20	400	10	70	100	10	4	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
807	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
808	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
809	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
810	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
811	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	75	30	2	85	15	15	20	400	10	70	120	5	4	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
812	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	75	70	0	105	10	25	20	400	10	70	100	10	4	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
813	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	50	50	2	85	15	25	20	400	5	70	120	10	4	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
814	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	90	50	4	70	10	25	20	600	5	90	100	10	4	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
815	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
816	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	1	90	50	4	70	5	15	15	600	7	90	150	10	4	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
817	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	75	30	2	85	15	15	20	400	10	70	120	5	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
818	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
819	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	50	50	2	85	15	25	20	400	5	70	120	10	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
820	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
821	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
822	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
823	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	75	30	2	85	15	15	20	400	10	70	120	5	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
824	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	75	70	0	105	10	25	20	400	10	70	100	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
825	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	50	50	2	85	15	25	20	400	5	70	120	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
826	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	90	50	4	70	10	25	20	600	5	90	100	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
827	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	50	30	0	105	10	25	15	600	7	70	100	5	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
828	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	90	50	4	70	5	15	15	600	7	90	150	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
829	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
830	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
831	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
832	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
833	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
834	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
835	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	75	30	2	85	15	15	20	400	10	70	120	5	2	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
836	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	75	70	0	105	10	25	20	400	10	70	100	10	1	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
837	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	50	50	2	85	15	25	20	400	5	70	120	10	3	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
838	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	90	50	4	70	10	25	20	600	5	90	100	10	2	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
839	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	50	30	0	105	10	25	15	600	7	70	100	5	1	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
840	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	90	50	4	70	5	15	15	600	7	90	150	10	4	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
841	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	75	30	2	85	15	15	20	400	10	70	120	5	2	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
842	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	75	70	0	105	10	25	20	400	10	70	100	10	1	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
843	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	50	50	2	85	15	25	20	400	5	70	120	10	3	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
844	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	90	50	4	70	10	25	20	600	5	90	100	10	2	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
845	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	50	30	0	105	10	25	15	600	7	70	100	5	1	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
846	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	90	50	4	70	5	15	15	600	7	90	150	10	4	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
847	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	75	30	2	85	15	15	20	400	10	70	120	5	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
848	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	75	70	0	105	10	25	20	400	10	70	100	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
849	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	50	50	2	85	15	25	20	400	5	70	120	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
850	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	90	50	4	70	10	25	20	600	5	90	100	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
