NO	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	CAR_TT	CAR_CO	CAR_WT	PT_TT	PT_CO	PT_WT	AT_TT	AT_CO	AT_WT	T_TT	T_CO	T_WT	AirportToHotelCHOICE	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	REC_CAR_TT	REC_CAR_CO	REC_CAR_WT	REC_AT_TT	REC_AT_CO	REC_AT_WT	REC_T_TT	REC_T_CO	REC_T_WT	RecTripCHOICE	ID	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
1184	1	2	2	3	2	4	6	2	1	2	2	3	2	3	1	1	3	2	1	1	75	130	5	120	15	30	20	300	10	70	95	10	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	2	167	1	1	3	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	4	2	4
1185	1	2	2	3	2	4	6	2	1	2	2	3	2	3	1	1	3	2	1	1	60	95	5	110	20	30	20	400	5	70	120	10	3	5	50	50	2	85	15	25	20	400	5	70	120	10	2	65	85	5	20	400	5	70	110	10	3	167	1	1	3	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	4	2	4
1186	1	2	2	3	2	4	6	2	1	2	2	3	2	3	1	1	3	2	1	1	100	95	10	85	15	30	20	600	5	110	95	10	3	5	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	167	1	1	3	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	4	2	4
1187	1	2	2	3	2	4	6	2	1	2	2	3	2	3	1	1	3	2	1	1	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	167	1	1	3	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	4	2	4
1188	1	2	2	3	2	4	6	2	1	2	2	3	2	3	1	1	3	2	1	1	100	95	15	85	10	20	15	600	7	110	150	10	3	5	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	167	1	1	3	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	4	4	4	2	4
1189	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	75	70	7	110	20	20	20	600	10	70	120	5	3	3	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1190	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	75	130	5	120	15	30	20	300	10	70	95	10	3	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1191	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1192	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1193	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	60	70	5	120	15	30	15	600	7	70	95	5	3	3	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1194	1	2	2	3	1	4	5	2	0	2	1	1	3	4	1	4	5	1	2	1	100	95	15	85	10	20	15	600	7	110	150	10	3	3	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	168	0	0	5	4	3	3	5	3	1	5	2	3	1	3	3	3	3	3	3	3	5	3	2	3	3	5	3	4	3	5	4	5	3	5	3	1
1195	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	75	70	7	110	20	20	20	600	10	70	120	5	4	3	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1196	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	75	130	5	120	15	30	20	300	10	70	95	10	4	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1197	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1198	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1199	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	60	70	5	120	15	30	15	600	7	70	95	5	4	3	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	1	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1200	2	2	2	3	1	4	4	1	2	1	4	4	2	3	3	3	1	1	3	1	100	95	15	85	10	20	15	600	7	110	150	10	3	3	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	170	0	0	2	2	4	4	4	4	4	2	3	2	4	4	4	3	4	2	4	4	4	2	2	3	5	4	4	4	4	4	2	4	3	4	2	2
1201	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1202	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	1	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1203	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1204	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1205	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	60	70	5	120	15	30	15	600	7	70	95	5	4	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	2	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1206	2	2	1	4	2	4	3	2	5	2	1	3	3	2	1	5	2	2	2	2	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	171	0	0	4	4	2	4	4	2	4	4	3	5	3	2	4	3	3	3	3	5	4	4	4	4	3	4	4	2	4	5	4	4	4	4	4	3
1207	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	75	70	7	110	20	20	20	600	10	70	120	5	2	3	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1208	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	75	130	5	120	15	30	20	300	10	70	95	10	3	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1209	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1210	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1211	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	60	70	5	120	15	30	15	600	7	70	95	5	1	3	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1212	1	2	2	3	4	3	2	1	2	1	2	5	2	4	1	4	5	2	1	1	100	95	15	85	10	20	15	600	7	110	150	10	1	3	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	172	3	1	4	3	3	4	2	3	2	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	4	4	2
1213	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	75	70	7	110	20	20	20	600	10	70	120	5	4	1	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1214	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1215	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1216	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1217	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1218	1	2	1	2	1	4	6	2	0	2	99	1	4	2	4	9	1	1	4	0	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	173	0	0	3	2	2	4	4	4	4	4	4	2	1	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	3	1
1219	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1220	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	3	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1221	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1222	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	100	95	10	85	15	30	20	600	5	110	95	10	3	1	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	2	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1223	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1224	2	2	1	3	1	4	2	2	2	2	1	7	2	2	1	2	1	2	1	2	100	95	15	85	10	20	15	600	7	110	150	10	3	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	175	2	1	4	3	2	5	4	5	4	4	2	3	2	2	5	5	5	5	5	5	5	3	2	4	4	4	4	1	4	5	5	5	4	4	4	4
1225	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	75	70	7	110	20	20	20	600	10	70	120	5	4	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1226	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	1	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1227	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	2	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1228	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1229	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1230	1	2	1	3	1	4	5	2	0	2	1	2	3	3	7	4	3	2	2	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	176	0	0	3	3	4	4	4	4	4	2	2	3	4	2	1	5	5	3	3	3	4	3	4	4	3	3	4	4	4	4	4	1	4	4	4	4
1231	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1232	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1233	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1234	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1235	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	60	70	5	120	15	30	15	600	7	70	95	5	4	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1236	1	2	1	3	1	4	4	2	1	2	2	3	3	4	2	4	1	1	2	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	182	0	0	4	3	2	5	5	5	5	4	2	3	3	3	1	3	4	3	4	4	2	3	4	5	3	4	4	5	3	1	5	3	5	5	3	5
1237	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	2	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1238	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1239	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	60	95	5	110	20	30	20	400	5	70	120	10	3	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	3	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1240	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	100	95	10	85	15	30	20	600	5	110	95	10	2	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	3	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1241	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	1	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1242	1	1	1	3	2	4	3	1	2	1	1	5	2	4	4	3	2	1	1	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	3	60	3	1	4	4	5	5	4	4	4	5	1	3	3	5	3	3	3	3	5	3	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	2
1243	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	75	70	7	110	20	20	20	600	10	70	120	5	4	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1244	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1245	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1246	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	1	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1247	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	60	70	5	120	15	30	15	600	7	70	95	5	4	1	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1248	2	1	1	5	2	4	5	2	0	2	1	4	3	2	7	7	1	2	2	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	111	0	0	3	3	5	5	5	2	5	4	1	1	1	3	1	5	5	4	3	5	3	2	4	3	5	5	5	5	5	3	2	3	1	5	5	1
1249	2	1	1	3	1	4	5	2	4	2	1	4	3	2	2	3	5	2	2	1	75	70	7	110	20	20	20	600	10	70	120	5	3	3	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	112	0	0	4	2	4	5	4	4	4	4	2	4	2	4	4	4	4	4	3	4	4	4	4	4	4	4	3	2	4	4	4	4	4	4	4	2
1250	2	1	1	3	1	4	5	2	4	2	1	4	3	2	2	3	5	2	2	1	75	130	5	120	15	30	20	300	10	70	95	10	3	3	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	112	0	0	4	2	4	5	4	4	4	4	2	4	2	4	4	4	4	4	3	4	4	4	4	4	4	4	3	2	4	4	4	4	4	4	4	2
1251	2	1	1	3	1	4	5	2	4	2	1	4	3	2	2	3	5	2	2	1	60	95	5	110	20	30	20	400	5	70	120	10	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	112	0	0	4	2	4	5	4	4	4	4	2	4	2	4	4	4	4	4	3	4	4	4	4	4	4	4	3	2	4	4	4	4	4	4	4	2
1252	2	1	1	3	1	4	5	2	4	2	1	4	3	2	2	3	5	2	2	1	100	95	10	85	15	30	20	600	5	110	95	10	3	3	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	112	0	0	4	2	4	5	4	4	4	4	2	4	2	4	4	4	4	4	3	4	4	4	4	4	4	4	3	2	4	4	4	4	4	4	4	2
